Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
female,group E,associate's degree,standard,none,sometimes,no,1.0,< 5,83,87,85,85.0,1
female,group B,bachelor's degree,free/reduced,completed,sometimes,no,3.0,< 5,32,52,53,45.666666666666664,0
male,,some college,free/reduced,,sometimes,yes,1.0,5 - 10,50,52,44,48.666666666666664,0
male,group D,some high school,free/reduced,completed,regularly,yes,3.0,< 5,56,50,60,55.333333333333336,1
female,group E,some high school,standard,completed,never,no,2.0,< 5,89,97,95,93.66666666666667,1
male,group E,some college,standard,completed,sometimes,yes,2.0,5 - 10,78,76,76,76.66666666666667,1
female,group A,associate's degree,standard,completed,never,yes,1.0,5 - 10,68,77,78,74.33333333333333,1
female,group E,high school,standard,none,never,yes,4.0,5 - 10,63,71,66,66.66666666666667,1
male,group D,associate's degree,standard,,sometimes,yes,2.0,5 - 10,92,86,82,86.66666666666667,1
male,group D,associate's degree,standard,none,regularly,yes,4.0,< 5,63,59,58,60.0,1
female,group A,some high school,standard,completed,sometimes,yes,0.0,< 5,57,83,78,72.66666666666667,1
female,group E,bachelor's degree,standard,completed,regularly,yes,3.0,< 5,62,63,66,63.666666666666664,1
female,group C,associate's degree,standard,completed,never,no,2.0,5 - 10,57,69,71,65.66666666666667,1
male,group C,associate's degree,free/reduced,none,sometimes,yes,5.0,< 5,56,59,58,57.666666666666664,1
male,group C,master's degree,standard,none,never,yes,3.0,< 5,56,60,57,57.666666666666664,1
male,group B,master's degree,free/reduced,completed,never,yes,4.0,> 10,66,81,76,74.33333333333333,1
female,group B,some high school,standard,completed,regularly,no,1.0,5 - 10,65,80,75,73.33333333333333,1
male,group C,some high school,standard,completed,regularly,no,1.0,< 5,70,80,77,75.66666666666667,1
female,group D,some college,free/reduced,none,never,yes,,> 10,35,44,45,41.333333333333336,0
male,,associate's degree,free/reduced,none,regularly,yes,1.0,5 - 10,43,45,43,43.666666666666664,0
male,group B,some high school,standard,completed,regularly,no,3.0,< 5,71,75,68,71.33333333333333,1
female,group B,associate's degree,free/reduced,completed,regularly,yes,3.0,5 - 10,41,48,48,45.666666666666664,0
male,group A,high school,standard,none,sometimes,yes,0.0,< 5,69,75,73,72.33333333333333,1
male,group C,high school,standard,none,sometimes,yes,1.0,5 - 10,78,71,68,72.33333333333333,1
female,,associate's degree,standard,completed,regularly,yes,2.0,5 - 10,75,81,84,80.0,1
female,group B,associate's degree,standard,none,regularly,yes,5.0,< 5,76,75,82,77.66666666666667,1
female,group C,some high school,standard,none,sometimes,no,4.0,> 10,49,64,54,55.666666666666664,1
female,group D,some college,free/reduced,completed,regularly,no,,5 - 10,67,78,76,73.66666666666667,1
female,group A,some high school,standard,completed,never,no,1.0,5 - 10,62,71,72,68.33333333333333,1
male,group C,associate's degree,standard,none,sometimes,yes,2.0,< 5,58,58,54,56.666666666666664,1
female,group C,high school,free/reduced,completed,regularly,no,4.0,5 - 10,50,73,73,65.33333333333333,1
female,group D,some high school,standard,completed,sometimes,yes,1.0,5 - 10,53,61,64,59.333333333333336,1
male,group B,,free/reduced,completed,sometimes,yes,3.0,5 - 10,75,89,83,82.33333333333333,1
female,group B,some college,free/reduced,none,sometimes,yes,4.0,< 5,71,85,82,79.33333333333333,1
female,,,standard,none,sometimes,yes,4.0,5 - 10,43,50,46,46.333333333333336,0
female,group E,some college,free/reduced,none,sometimes,yes,3.0,> 10,70,81,78,76.33333333333333,1
female,group E,some high school,standard,none,regularly,yes,2.0,5 - 10,76,78,82,78.66666666666667,1
female,group D,some high school,standard,none,sometimes,no,3.0,5 - 10,74,69,68,70.33333333333333,1
female,group C,some college,standard,none,sometimes,yes,4.0,< 5,68,69,68,68.33333333333333,1
female,group E,high school,standard,none,sometimes,yes,1.0,< 5,36,50,53,46.333333333333336,0
female,group D,master's degree,standard,completed,sometimes,yes,1.0,> 10,82,84,89,85.0,1
female,group A,some college,standard,none,sometimes,no,4.0,< 5,80,88,88,85.33333333333333,1
female,group C,master's degree,free/reduced,none,sometimes,no,1.0,5 - 10,49,48,49,48.666666666666664,0
male,group D,bachelor's degree,standard,completed,sometimes,no,1.0,5 - 10,68,74,74,72.0,1
male,group E,some college,standard,completed,sometimes,no,,5 - 10,77,67,65,69.66666666666667,1
male,group C,some college,standard,completed,,yes,0.0,5 - 10,97,84,89,90.0,1
male,group D,bachelor's degree,standard,none,sometimes,yes,2.0,> 10,78,73,74,75.0,1
female,group C,high school,standard,completed,never,no,1.0,> 10,52,67,66,61.666666666666664,1
female,group A,high school,standard,,sometimes,yes,4.0,< 5,34,50,45,43.0,0
female,group B,some high school,standard,none,regularly,yes,1.0,5 - 10,63,63,63,63.0,1
female,group C,some high school,standard,none,sometimes,no,1.0,< 5,47,63,65,58.333333333333336,1
female,group C,high school,standard,none,sometimes,yes,1.0,5 - 10,80,90,83,84.33333333333333,1
female,group D,some high school,standard,completed,sometimes,no,3.0,5 - 10,48,54,62,54.666666666666664,1
female,group C,some high school,free/reduced,none,sometimes,yes,3.0,5 - 10,29,41,40,36.666666666666664,0
female,group C,some college,standard,none,regularly,yes,3.0,< 5,54,68,64,62.0,1
male,group E,master's degree,standard,none,sometimes,no,1.0,5 - 10,77,69,63,69.66666666666667,1
female,group C,bachelor's degree,free/reduced,none,regularly,yes,,5 - 10,76,92,86,84.66666666666667,1
female,group D,high school,standard,none,regularly,no,3.0,5 - 10,77,90,91,86.0,1
female,group C,some college,free/reduced,none,sometimes,no,1.0,5 - 10,44,52,58,51.333333333333336,1
female,group C,some college,standard,none,regularly,,2.0,5 - 10,85,87,91,87.66666666666667,1
female,group D,some high school,free/reduced,none,sometimes,yes,0.0,5 - 10,57,67,69,64.33333333333333,1
female,group B,associate's degree,free/reduced,completed,sometimes,yes,3.0,5 - 10,70,76,80,75.33333333333333,1
female,group D,some high school,standard,completed,sometimes,yes,3.0,< 5,64,60,67,63.666666666666664,1
female,group D,bachelor's degree,standard,none,regularly,yes,0.0,5 - 10,87,86,95,89.33333333333333,1
male,group A,bachelor's degree,free/reduced,none,never,yes,4.0,5 - 10,43,35,34,37.333333333333336,0
female,group C,some college,free/reduced,none,never,yes,1.0,5 - 10,37,48,43,42.666666666666664,0
female,group E,,standard,none,sometimes,yes,4.0,5 - 10,75,85,80,80.0,1
female,group D,some college,free/reduced,none,never,yes,2.0,< 5,47,56,57,53.333333333333336,1
female,,some college,standard,completed,sometimes,yes,3.0,5 - 10,77,85,90,84.0,1
female,group D,,standard,none,sometimes,no,2.0,5 - 10,80,85,87,84.0,1
female,group D,some high school,standard,none,regularly,no,1.0,< 5,63,72,77,70.66666666666667,1
male,group E,associate's degree,standard,completed,sometimes,yes,1.0,5 - 10,75,69,69,71.0,1
female,group A,,standard,none,regularly,no,,> 10,46,51,53,50.0,0
male,group C,some high school,standard,completed,regularly,yes,1.0,< 5,63,60,57,60.0,1
male,group B,some college,free/reduced,none,regularly,yes,1.0,< 5,54,59,56,56.333333333333336,1
male,group D,high school,free/reduced,none,regularly,no,1.0,5 - 10,42,48,35,41.666666666666664,0
female,group C,associate's degree,free/reduced,none,regularly,yes,3.0,5 - 10,70,80,84,78.0,1
male,,associate's degree,standard,completed,regularly,yes,3.0,< 5,91,83,88,87.33333333333333,1
female,group C,high school,standard,completed,regularly,no,,5 - 10,65,68,68,67.0,1
male,group D,some high school,standard,completed,sometimes,no,3.0,< 5,58,65,62,61.666666666666664,1
female,group D,associate's degree,standard,none,sometimes,no,1.0,< 5,36,49,49,44.666666666666664,0
male,group D,associate's degree,standard,completed,regularly,no,1.0,5 - 10,79,82,83,81.33333333333333,1
male,group E,some college,free/reduced,completed,sometimes,no,2.0,5 - 10,58,42,48,49.333333333333336,0
male,group D,some high school,free/reduced,completed,sometimes,,1.0,< 5,60,57,55,57.333333333333336,1
female,group C,,standard,completed,regularly,no,3.0,5 - 10,75,88,94,85.66666666666667,1
male,group B,high school,standard,completed,regularly,no,1.0,< 5,87,86,88,87.0,1
male,group D,some high school,standard,none,sometimes,yes,0.0,> 10,76,75,73,74.66666666666667,1
male,group D,high school,standard,,never,yes,2.0,5 - 10,47,41,39,42.333333333333336,0
female,group D,high school,standard,,sometimes,yes,2.0,> 10,53,75,67,65.0,1
female,group D,some high school,free/reduced,none,regularly,yes,0.0,< 5,68,83,78,76.33333333333333,1
male,group D,high school,free/reduced,none,sometimes,no,1.0,5 - 10,42,41,38,40.333333333333336,0
female,,high school,standard,none,sometimes,yes,7.0,< 5,46,56,54,52.0,1
female,group D,some college,standard,none,sometimes,no,1.0,5 - 10,86,96,94,92.0,1
female,group A,high school,standard,completed,sometimes,yes,1.0,5 - 10,72,90,86,82.66666666666667,1
female,group B,some college,standard,none,never,yes,3.0,5 - 10,48,52,49,49.666666666666664,0
female,group A,some college,standard,completed,regularly,yes,0.0,5 - 10,63,74,74,70.33333333333333,1
male,group D,some high school,free/reduced,none,regularly,yes,4.0,< 5,57,43,46,48.666666666666664,0
male,group D,some high school,free/reduced,completed,regularly,yes,1.0,< 5,56,66,70,64.0,1
male,group E,high school,standard,completed,regularly,no,3.0,> 10,67,64,63,64.66666666666667,1
female,group E,some college,free/reduced,none,sometimes,yes,2.0,5 - 10,59,73,64,65.33333333333333,1
female,group C,some high school,standard,none,sometimes,no,,5 - 10,68,73,73,71.33333333333333,1
male,group B,associate's degree,standard,none,sometimes,no,4.0,> 10,76,64,65,68.33333333333333,1
female,group D,high school,free/reduced,completed,never,yes,0.0,5 - 10,66,79,82,75.66666666666667,1
male,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,90,84,84,86.0,1
female,group C,some high school,standard,completed,regularly,yes,2.0,,54,71,75,66.66666666666667,1
female,,,standard,completed,sometimes,yes,,> 10,74,80,83,79.0,1
male,group A,some college,standard,completed,sometimes,yes,0.0,5 - 10,75,73,78,75.33333333333333,1
female,group D,master's degree,standard,none,regularly,yes,1.0,5 - 10,92,97,93,94.0,1
male,group C,some college,standard,none,sometimes,yes,,5 - 10,73,79,74,75.33333333333333,1
male,group D,high school,free/reduced,,sometimes,no,4.0,5 - 10,70,64,61,65.0,1
male,group B,high school,standard,,sometimes,yes,0.0,< 5,77,75,68,73.33333333333333,1
female,group D,high school,standard,none,sometimes,yes,3.0,5 - 10,65,87,88,80.0,1
male,group D,associate's degree,standard,none,never,yes,0.0,< 5,47,51,50,49.333333333333336,0
male,group E,some high school,standard,none,regularly,no,3.0,> 10,78,65,59,67.33333333333333,1
female,group D,,standard,completed,sometimes,no,1.0,> 10,77,89,90,85.33333333333333,1
female,group B,,free/reduced,none,sometimes,yes,1.0,> 10,63,76,69,69.33333333333333,1
female,group D,bachelor's degree,standard,none,sometimes,yes,3.0,5 - 10,77,87,94,86.0,1
female,group C,master's degree,standard,none,never,yes,2.0,5 - 10,76,91,82,83.0,1
male,group B,some college,standard,none,sometimes,yes,2.0,5 - 10,69,60,58,62.333333333333336,1
female,group E,some high school,standard,none,regularly,yes,3.0,< 5,62,67,57,62.0,1
female,group D,bachelor's degree,standard,completed,sometimes,yes,4.0,5 - 10,53,60,70,61.0,1
male,group B,some high school,free/reduced,none,sometimes,yes,2.0,5 - 10,47,41,40,42.666666666666664,0
male,group D,some high school,standard,none,regularly,yes,0.0,5 - 10,65,54,55,58.0,1
male,group E,some college,standard,none,regularly,no,3.0,> 10,99,76,75,83.33333333333333,1
female,group D,some high school,standard,none,sometimes,no,2.0,5 - 10,73,78,78,76.33333333333333,1
male,group E,some high school,standard,none,regularly,yes,1.0,5 - 10,51,36,33,40.0,0
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,3.0,< 5,67,81,78,75.33333333333333,1
male,group D,high school,free/reduced,none,sometimes,yes,4.0,5 - 10,56,47,43,48.666666666666664,0
female,group D,high school,standard,none,regularly,yes,2.0,5 - 10,66,75,72,71.0,1
female,group D,high school,standard,completed,sometimes,no,3.0,< 5,67,75,81,74.33333333333333,1
male,group B,some college,standard,none,regularly,yes,4.0,< 5,50,37,35,40.666666666666664,0
male,group A,,standard,,sometimes,no,3.0,,82,81,83,82.0,1
female,group B,high school,standard,,sometimes,yes,2.0,5 - 10,72,75,77,74.66666666666667,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,53,61,66,60.0,1
female,group C,some college,free/reduced,none,regularly,yes,0.0,< 5,61,71,73,68.33333333333333,1
male,,associate's degree,standard,none,sometimes,yes,0.0,< 5,91,81,79,83.66666666666667,1
female,group A,some high school,standard,completed,sometimes,no,1.0,> 10,70,80,74,74.66666666666667,1
female,group B,associate's degree,free/reduced,none,sometimes,no,5.0,5 - 10,54,66,62,60.666666666666664,1
male,group D,bachelor's degree,standard,completed,regularly,yes,3.0,> 10,94,92,100,95.33333333333333,1
female,group C,associate's degree,standard,completed,sometimes,yes,3.0,< 5,86,98,98,94.0,1
male,group B,associate's degree,free/reduced,completed,sometimes,no,5.0,5 - 10,69,77,68,71.33333333333333,1
male,group D,master's degree,standard,none,sometimes,yes,2.0,< 5,75,76,79,76.66666666666667,1
female,group C,some high school,free/reduced,none,regularly,yes,2.0,5 - 10,35,37,42,38.0,0
female,group D,associate's degree,standard,none,regularly,no,2.0,5 - 10,49,62,64,58.333333333333336,1
female,group D,associate's degree,free/reduced,none,sometimes,no,2.0,5 - 10,61,63,69,64.33333333333333,1
female,group D,associate's degree,standard,,never,yes,1.0,5 - 10,88,95,97,93.33333333333333,1
female,group E,high school,standard,none,regularly,yes,2.0,< 5,75,78,78,77.0,1
male,group C,master's degree,free/reduced,completed,sometimes,yes,1.0,5 - 10,55,62,57,58.0,1
male,group B,master's degree,standard,none,regularly,yes,4.0,> 10,59,54,60,57.666666666666664,1
male,group C,,standard,none,sometimes,no,1.0,5 - 10,72,70,61,67.66666666666667,1
female,group D,some college,standard,completed,sometimes,yes,1.0,< 5,82,92,93,89.0,1
female,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,88,95,95,92.66666666666667,1
male,group D,some high school,standard,none,regularly,yes,2.0,< 5,79,64,64,69.0,1
female,group C,some high school,free/reduced,none,regularly,yes,4.0,< 5,45,59,62,55.333333333333336,1
female,group C,high school,standard,completed,regularly,yes,1.0,> 10,97,98,100,98.33333333333333,1
female,group B,master's degree,standard,completed,regularly,no,1.0,> 10,61,78,86,75.0,1
female,group C,some college,standard,none,sometimes,yes,0.0,5 - 10,74,85,81,80.0,1
male,group B,high school,free/reduced,none,sometimes,no,2.0,5 - 10,42,39,33,38.0,0
female,group C,some college,standard,none,regularly,yes,1.0,< 5,79,84,84,82.33333333333333,1
male,group D,some college,standard,none,sometimes,no,1.0,5 - 10,49,29,34,37.333333333333336,0
male,group B,associate's degree,standard,none,sometimes,no,1.0,> 10,74,65,61,66.66666666666667,1
female,group B,high school,standard,completed,sometimes,yes,1.0,5 - 10,73,75,77,75.0,1
male,group D,some high school,free/reduced,none,sometimes,yes,1.0,5 - 10,47,40,40,42.333333333333336,0
male,group E,some college,standard,none,sometimes,yes,1.0,> 10,80,69,67,72.0,1
female,group D,,standard,none,regularly,yes,3.0,< 5,95,93,97,95.0,1
female,group E,high school,standard,none,regularly,,0.0,> 10,60,77,75,70.66666666666667,1
male,group B,bachelor's degree,standard,completed,sometimes,no,2.0,< 5,67,61,63,63.666666666666664,1
female,group D,high school,standard,none,sometimes,yes,0.0,5 - 10,55,64,59,59.333333333333336,1
female,group B,some college,standard,,never,yes,5.0,5 - 10,62,70,72,68.0,1
female,group B,associate's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,52,76,70,66.0,1
female,group C,,standard,completed,sometimes,no,5.0,< 5,74,82,87,81.0,1
female,group B,some high school,standard,none,sometimes,yes,1.0,< 5,63,77,72,70.66666666666667,1
female,group C,some high school,standard,completed,regularly,yes,1.0,5 - 10,30,45,42,39.0,0
female,group B,high school,standard,completed,regularly,yes,,5 - 10,74,83,78,78.33333333333333,1
male,group C,some high school,standard,completed,sometimes,yes,3.0,< 5,72,78,76,75.33333333333333,1
female,group C,high school,standard,none,regularly,yes,3.0,5 - 10,69,65,68,67.33333333333333,1
male,group D,high school,standard,completed,regularly,no,2.0,< 5,96,91,88,91.66666666666667,1
female,,high school,standard,none,regularly,no,3.0,,69,63,70,67.33333333333333,1
male,group A,some college,free/reduced,,sometimes,no,4.0,5 - 10,67,72,65,68.0,1
female,group D,associate's degree,standard,completed,sometimes,yes,2.0,,85,87,89,87.0,1
male,group D,some high school,free/reduced,none,sometimes,yes,1.0,> 10,58,69,65,64.0,1
female,group D,master's degree,standard,none,never,no,4.0,5 - 10,73,73,80,75.33333333333333,1
female,group C,associate's degree,standard,none,never,yes,4.0,5 - 10,88,92,97,92.33333333333333,1
male,group C,high school,free/reduced,none,sometimes,yes,1.0,< 5,39,45,32,38.666666666666664,0
female,group B,some college,standard,completed,sometimes,yes,,5 - 10,77,81,84,80.66666666666667,1
male,group E,some college,standard,completed,regularly,no,2.0,> 10,89,70,74,77.66666666666667,1
female,group A,associate's degree,standard,none,regularly,yes,4.0,5 - 10,80,75,77,77.33333333333333,1
female,group C,associate's degree,standard,none,sometimes,no,1.0,5 - 10,67,74,79,73.33333333333333,1
male,group B,master's degree,standard,completed,regularly,yes,1.0,5 - 10,85,83,76,81.33333333333333,1
female,group D,some high school,free/reduced,none,,yes,2.0,> 10,48,55,60,54.333333333333336,1
female,group A,some high school,free/reduced,none,regularly,no,4.0,< 5,46,63,65,58.0,1
female,group E,some high school,standard,none,regularly,no,1.0,5 - 10,69,68,67,68.0,1
male,group C,some high school,standard,none,never,no,2.0,5 - 10,70,65,61,65.33333333333333,1
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,87,91,86,88.0,1
male,group C,,standard,none,regularly,yes,3.0,> 10,74,62,63,66.33333333333333,1
male,group C,associate's degree,free/reduced,none,sometimes,yes,,5 - 10,77,68,68,71.0,1
male,group C,high school,standard,none,sometimes,no,4.0,5 - 10,47,45,38,43.333333333333336,0
female,group A,master's degree,standard,completed,regularly,no,2.0,< 5,85,82,92,86.33333333333333,1
female,group D,associate's degree,standard,completed,never,,1.0,> 10,47,63,58,56.0,1
female,group B,high school,free/reduced,completed,regularly,no,3.0,5 - 10,29,51,49,43.0,0
female,group D,some college,free/reduced,completed,sometimes,yes,1.0,5 - 10,45,60,59,54.666666666666664,1
male,,,standard,completed,never,no,7.0,< 5,75,75,75,75.0,1
female,group D,high school,free/reduced,none,sometimes,yes,4.0,5 - 10,43,43,46,44.0,0
female,group C,bachelor's degree,standard,none,regularly,yes,0.0,5 - 10,67,87,83,79.0,1
female,group C,some college,free/reduced,none,regularly,yes,1.0,5 - 10,38,56,58,50.666666666666664,1
male,group D,some college,free/reduced,none,sometimes,yes,1.0,5 - 10,56,55,51,54.0,1
female,group D,some high school,free/reduced,completed,sometimes,yes,3.0,5 - 10,81,84,88,84.33333333333333,1
male,group B,some high school,standard,none,sometimes,no,1.0,< 5,66,67,62,65.0,1
female,group E,some high school,standard,none,,yes,1.0,> 10,100,94,93,95.66666666666667,1
female,group D,high school,free/reduced,none,never,yes,1.0,> 10,63,74,70,69.0,1
male,group C,,free/reduced,none,never,no,3.0,5 - 10,58,51,44,51.0,1
female,group C,high school,standard,none,sometimes,yes,3.0,> 10,65,66,68,66.33333333333333,1
female,group C,high school,standard,none,regularly,no,1.0,5 - 10,57,73,71,67.0,1
female,group E,some college,standard,none,sometimes,yes,0.0,5 - 10,84,85,85,84.66666666666667,1
female,group B,some high school,free/reduced,none,regularly,yes,3.0,5 - 10,48,65,59,57.333333333333336,1
female,group C,high school,standard,,regularly,yes,3.0,< 5,59,71,67,65.66666666666667,1
female,group E,associate's degree,standard,none,sometimes,yes,1.0,5 - 10,89,100,97,95.33333333333333,1
male,group C,some high school,standard,completed,never,yes,1.0,< 5,55,62,57,58.0,1
female,group D,some high school,standard,none,sometimes,no,5.0,> 10,57,66,60,61.0,1
female,group D,high school,free/reduced,none,regularly,yes,2.0,,73,73,85,77.0,1
male,group B,master's degree,free/reduced,none,sometimes,yes,2.0,> 10,37,41,37,38.333333333333336,0
female,group E,associate's degree,standard,completed,regularly,no,3.0,> 10,89,90,92,90.33333333333333,1
female,group C,high school,free/reduced,completed,never,yes,1.0,5 - 10,60,78,70,69.33333333333333,1
male,group D,associate's degree,standard,none,sometimes,yes,2.0,5 - 10,48,36,41,41.666666666666664,0
female,group C,high school,standard,none,sometimes,yes,1.0,5 - 10,64,81,77,74.0,1
female,group E,high school,standard,none,sometimes,no,3.0,< 5,71,73,77,73.66666666666667,1
male,group C,associate's degree,free/reduced,completed,sometimes,yes,3.0,> 10,51,55,49,51.666666666666664,1
male,,master's degree,standard,none,regularly,no,1.0,< 5,82,77,76,78.33333333333333,1
male,group C,some high school,standard,none,regularly,yes,0.0,< 5,67,57,52,58.666666666666664,1
male,group D,high school,free/reduced,completed,sometimes,no,1.0,,74,75,79,76.0,1
female,group C,some high school,standard,none,regularly,no,2.0,5 - 10,62,70,74,68.66666666666667,1
male,group C,master's degree,standard,none,regularly,yes,0.0,> 10,77,73,68,72.66666666666667,1
male,group B,some high school,standard,none,regularly,no,5.0,< 5,37,37,35,36.333333333333336,0
female,group D,high school,standard,completed,regularly,yes,0.0,< 5,81,89,96,88.66666666666667,1
male,group A,bachelor's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,66,53,46,55.0,1
male,group D,high school,standard,none,regularly,yes,1.0,5 - 10,64,71,63,66.0,1
male,group D,,standard,,sometimes,,1.0,< 5,57,61,55,57.666666666666664,1
male,group C,bachelor's degree,standard,completed,sometimes,yes,3.0,,87,93,94,91.33333333333333,1
male,group E,,standard,none,regularly,no,3.0,5 - 10,69,53,54,58.666666666666664,1
female,group E,some college,standard,none,never,no,3.0,5 - 10,83,98,92,91.0,1
male,group E,high school,standard,none,regularly,yes,4.0,5 - 10,56,51,50,52.333333333333336,1
male,,some college,free/reduced,none,regularly,no,5.0,< 5,63,45,48,52.0,1
male,,high school,standard,none,,no,4.0,< 5,68,64,59,63.666666666666664,1
female,group C,some high school,standard,none,sometimes,yes,1.0,5 - 10,46,53,51,50.0,0
female,,some college,standard,none,regularly,yes,5.0,5 - 10,81,86,88,85.0,1
female,group D,some college,standard,completed,never,yes,2.0,5 - 10,65,85,89,79.66666666666667,1
female,group C,associate's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,72,80,78,76.66666666666667,1
male,group D,some college,standard,none,never,yes,3.0,< 5,83,81,81,81.66666666666667,1
male,group C,associate's degree,standard,none,sometimes,no,2.0,< 5,69,66,69,68.0,1
female,group C,associate's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,52,47,51,50.0,0
male,group C,some high school,standard,completed,regularly,no,1.0,5 - 10,76,63,64,67.66666666666667,1
male,group D,high school,standard,none,regularly,yes,2.0,5 - 10,48,44,43,45.0,0
male,group A,high school,standard,none,regularly,yes,0.0,< 5,69,67,59,65.0,1
male,group D,some high school,standard,none,sometimes,yes,2.0,< 5,83,71,68,74.0,1
female,group D,some college,free/reduced,none,regularly,no,3.0,< 5,59,69,68,65.33333333333333,1
male,group B,some college,standard,none,regularly,no,4.0,5 - 10,85,86,86,85.66666666666667,1
male,group D,associate's degree,standard,none,regularly,yes,1.0,5 - 10,87,70,74,77.0,1
male,group B,some high school,standard,none,never,yes,3.0,5 - 10,71,68,64,67.66666666666667,1
female,,associate's degree,free/reduced,,regularly,no,4.0,5 - 10,83,89,92,88.0,1
female,group C,some college,standard,completed,,yes,3.0,> 10,74,75,83,77.33333333333333,1
male,group D,associate's degree,free/reduced,completed,sometimes,yes,3.0,5 - 10,54,54,47,51.666666666666664,1
male,group D,master's degree,free/reduced,none,regularly,yes,0.0,< 5,60,60,57,59.0,1
male,group D,master's degree,free/reduced,none,never,yes,4.0,> 10,87,79,85,83.66666666666667,1
female,group C,master's degree,standard,none,sometimes,yes,0.0,< 5,70,75,70,71.66666666666667,1
female,,bachelor's degree,free/reduced,,sometimes,no,2.0,5 - 10,74,87,88,83.0,1
male,group B,associate's degree,standard,completed,sometimes,yes,4.0,> 10,96,95,92,94.33333333333333,1
male,group E,some college,standard,none,sometimes,yes,1.0,5 - 10,67,48,54,56.333333333333336,1
male,group C,high school,standard,,sometimes,yes,4.0,5 - 10,82,83,67,77.33333333333333,1
female,group D,some high school,free/reduced,none,sometimes,yes,3.0,5 - 10,44,45,52,47.0,0
female,group C,some college,standard,,never,yes,5.0,< 5,60,65,64,63.0,1
male,group C,master's degree,standard,completed,regularly,no,1.0,< 5,80,67,70,72.33333333333333,1
male,group C,some college,free/reduced,,never,no,1.0,> 10,31,32,31,31.333333333333332,0
male,group A,associate's degree,standard,,regularly,no,2.0,5 - 10,99,90,89,92.66666666666667,1
male,group B,some college,standard,none,never,no,3.0,5 - 10,38,42,38,39.333333333333336,0
male,group E,high school,standard,completed,regularly,yes,1.0,5 - 10,66,68,63,65.66666666666667,1
male,group E,high school,free/reduced,completed,sometimes,no,,< 5,70,58,61,63.0,1
male,,high school,free/reduced,completed,never,yes,5.0,> 10,42,59,53,51.333333333333336,1
female,group E,,standard,none,regularly,yes,1.0,5 - 10,87,88,87,87.33333333333333,1
female,group C,some high school,free/reduced,,regularly,no,2.0,< 5,40,56,56,50.666666666666664,1
male,,,standard,none,regularly,yes,3.0,< 5,59,65,59,61.0,1
male,group D,some college,free/reduced,none,regularly,yes,0.0,5 - 10,82,76,79,79.0,1
female,group D,associate's degree,standard,completed,regularly,no,2.0,> 10,81,87,92,86.66666666666667,1
female,group C,high school,free/reduced,none,regularly,no,3.0,> 10,47,60,59,55.333333333333336,1
male,group C,master's degree,standard,none,never,yes,3.0,< 5,63,62,60,61.666666666666664,1
female,group B,bachelor's degree,free/reduced,none,regularly,yes,0.0,> 10,55,62,63,60.0,1
male,group D,associate's degree,standard,completed,regularly,yes,1.0,5 - 10,98,99,98,98.33333333333333,1
male,group D,associate's degree,free/reduced,none,never,yes,2.0,< 5,67,71,69,69.0,1
male,group D,master's degree,standard,none,regularly,yes,,5 - 10,72,74,72,72.66666666666667,1
male,group D,associate's degree,free/reduced,none,sometimes,no,3.0,> 10,52,65,60,59.0,1
female,group A,associate's degree,standard,none,sometimes,yes,3.0,< 5,74,81,78,77.66666666666667,1
male,group D,some college,standard,completed,sometimes,no,3.0,5 - 10,75,68,74,72.33333333333333,1
female,group B,high school,standard,completed,sometimes,yes,2.0,> 10,53,60,62,58.333333333333336,1
male,group C,some college,standard,completed,sometimes,no,,< 5,64,62,58,61.333333333333336,1
male,group E,associate's degree,standard,none,regularly,no,3.0,> 10,98,87,85,90.0,1
male,group B,some high school,standard,none,regularly,yes,1.0,< 5,58,54,55,55.666666666666664,1
male,group D,some college,standard,none,sometimes,yes,2.0,5 - 10,62,56,49,55.666666666666664,1
male,group B,high school,standard,completed,sometimes,no,2.0,5 - 10,85,71,73,76.33333333333333,1
female,group B,,standard,,regularly,yes,3.0,< 5,57,63,67,62.333333333333336,1
female,group C,some high school,standard,none,sometimes,yes,,5 - 10,55,68,62,61.666666666666664,1
female,group B,some high school,standard,none,sometimes,yes,1.0,> 10,76,80,75,77.0,1
female,group A,some high school,standard,none,regularly,no,1.0,> 10,71,67,69,69.0,1
female,group C,some college,standard,none,sometimes,yes,1.0,5 - 10,51,54,55,53.333333333333336,1
female,group E,associate's degree,standard,none,regularly,yes,1.0,5 - 10,87,93,87,89.0,1
male,group D,bachelor's degree,standard,none,regularly,yes,3.0,5 - 10,91,81,80,84.0,1
female,group D,associate's degree,standard,none,regularly,no,1.0,< 5,54,68,65,62.333333333333336,1
male,group C,some college,free/reduced,none,regularly,yes,2.0,5 - 10,61,56,51,56.0,1
